"CAINC30 Economic Profile"
"" 
"Bureau of Economic Analysis" 
"County"
"GeoFips","GeoName","LineCode","Description","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"06001","Alameda, CA","260","  Proprietors employment",52069,52691,51415,54700,57789,60237,61557,61947,63147,62721,67281,72432,72213,75970,79737,82222,88226,93876,101652,112012,110576,114688,126933,124172,127312,128536,135453,137204,137253,147723,146805,143966,146705,149760,158484,167882,172253,177692,188980,187461,191295,192381,199059,200643,207425,218388,230039,235003,245167,255340
"06001","Alameda, CA","270","    Farm proprietors employment 6/",658,637,625,601,588,575,593,623,646,668,680,699,716,714,753,739,738,724,703,672,644,614,561,517,535,533,541,537,548,542,525,509,458,423,397,393,399,399,435,418,401,387,371,350,356,341,338,328,325,319
"06001","Alameda, CA","280","    Nonfarm proprietors employment",51411,52054,50790,54099,57201,59662,60964,61324,62501,62053,66601,71733,71497,75256,78984,81483,87488,93152,100949,111340,109932,114074,126372,123655,126777,128003,134912,136667,136705,147181,146280,143457,146247,149337,158087,167489,171854,177293,188545,187043,190894,191994,198688,200293,207069,218047,229701,234675,244842,255021
"06001","Alameda, CA","290","Average earnings per job (dollars)",8594,9063,9736,10397,10818,11521,12465,13644,14622,15767,16834,18063,19697,20775,22043,23609,24687,25913,26929,28136,29353,30555,32281,34676,35488,36177,37393,38888,40613,43185,45736,50563,53315,54915,56379,58638,60236,62909,63698,64035,63970,67496,69208,70535,70672,72491,75821,77935,80619,82543
"06001","Alameda, CA","300","  Average wages and salaries",7717,8194,8737,9274,9716,10355,11130,12043,12885,13777,14733,15993,17453,18493,19473,20638,21654,22714,23611,24851,25932,27208,29049,30616,31306,31964,33166,34505,36540,38819,41021,45092,46663,47476,49194,51815,53907,56872,59352,60165,60411,62551,63798,64593,64279,66494,69667,71347,74774,77134
"06001","Alameda, CA","310","  Average nonfarm proprietors' income",7215,6895,7482,7871,7921,8258,8954,10877,11092,12551,12710,12271,12342,12220,13115,15461,15460,16178,17560,17282,16581,15768,15831,17837,18071,18897,21920,24078,23071,25945,27752,31669,36658,38748,35261,32914,31179,33177,28483,26747,27905,34919,36127,39636,38937,39411,42008,44960,43757,43645
"06085","Santa Clara, CA","","Place of residence profile","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"06085","Santa Clara, CA","10","Personal income (thousands of dollars)",5049817,5457701,5873789,6517149,7271881,8156913,9058941,10109837,11317283,12996517,15046841,17354451,19716422,21602443,23832046,26633678,28282032,29354409,31164361,34126180,36627843,38415902,40001490,43033325,43837274,45631137,50281159,54703593,60671253,65694738,73752951,92142918,86741857,81242642,81818987,84550951,89516476,98745276,107101647,107075210,100784802,109540410,120338331,133817867,136176058,149649575,165264702,178495972,193680090,209019944
"06085","Santa Clara, CA","","Derivation of personal income","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"06085","Santa Clara, CA","45","  Net earnings by place of residence",4057767,4295927,4551482,5065150,5653812,6277508,6818762,7687211,8718987,10082093,11758099,13381336,14825229,16247582,17959602,20020132,21170198,21972917,23569124,25896865,27413164,28503938,29749895,32074751,32307326,33456374,36961195,40233262,45196833,48837741,56172373,72538105,66818776,61046645,60713523,62597338,65196355,70862953,76210464,75542244,72115288,79004630,86381137,96286301,98180494,105917830,116872493,127150605,139011078,149794210
"06085","Santa Clara, CA","50","  Personal current transfer receipts",314762,398217,472711,511555,561975,660122,879652,949234,975989,1042534,1116357,1293735,1518781,1628863,1745063,1776579,1925045,2075465,2160244,2313774,2563438,2818333,3098994,3611616,3790816,3814257,3990432,4189703,4193690,4394558,4597642,4801227,5306850,6097586,6349731,6371245,6664193,7219232,7675671,8817092,9968504,10998546,10907335,10868758,11208955,11933325,12833712,13174788,12955081,13572864
"06085","Santa Clara, CA","60","    Income maintenance benefits 1/",53673,78837,101479,107753,101769,120618,145751,156910,168138,169299,173497,207909,228884,240271,252216,248652,255897,279908,312239,337342,379463,432718,494515,560705,588378,614172,638711,635275,580283,577531,584296,595594,578673,627466,676100,715944,764645,795273,830374,858392,959649,1000439,1032574,1034864,1063731,1062397,1047610,984115,927369,884254
"06085","Santa Clara, CA","70","    Unemployment insurance compensation",21749,39364,48614,43283,35397,45699,123200,111036,76694,59857,45326,89720,96577,126262,147220,85978,102733,109252,80555,70058,68866,85171,145380,227342,236981,161566,114172,89733,78044,85448,93408,88337,176933,735255,636258,313628,251931,209826,203182,367335,1124485,1170658,818307,622294,481281,250779,209522,214983,208909,180793
"06085","Santa Clara, CA","80","    Retirement and other",239340,280016,322618,360519,424809,493805,610701,681288,731157,813378,897534,996106,1193320,1262330,1345627,1441949,1566415,1686305,1767450,1906374,2115109,2300444,2459099,2823569,2965457,3038519,3237549,3464695,3535363,3731579,3919938,4117296,4551244,4734865,5037373,5341673,5647617,6214133,6642115,7591365,7884370,8827449,9056454,9211600,9663943,10620149,11576580,11975690,11818803,12507817
"06085","Santa Clara, CA","90","  Dividends, interest, and rent 2/",677288,763557,849596,940444,1056094,1219283,1360527,1473392,1622307,1871890,2172385,2679380,3372412,3725998,4127381,4836967,5186789,5306027,5434993,5915541,6651241,7093631,7152601,7346958,7739132,8360506,9329532,10280628,11280730,12462439,12982936,14803586,14616231,14098411,14755733,15582368,17655928,20663091,23215512,22715874,18701010,19537234,23049859,26662808,26786609,31798420,35558497,38170579,41713931,45652870
"06085","Santa Clara, CA","100","  Population (persons) 3/",1033442,1071425,1100482,1138754,1163918,1164621,1192772,1206702,1231639,1260365,1271379,1301515,1324722,1345039,1374018,1396226,1419520,1429933,1447591,1472234,1498121,1498307,1513118,1531886,1549185,1561366,1580245,1608695,1637414,1658960,1671498,1684947,1688082,1669348,1663592,1663167,1675312,1691159,1712026,1740964,1765137,1786079,1812166,1838370,1867302,1892984,1917481,1929581,1933383,1937570
"06085","Santa Clara, CA","","Per capita incomes (dollars)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"06085","Santa Clara, CA","110","  Per capita personal income 4/",4886,5094,5337,5723,6248,7004,7595,8378,9189,10312,11835,13334,14883,16061,17345,19075,19924,20529,21528,23180,24449,25640,26436,28092,28297,29225,31819,34005,37053,39600,44124,54686,51385,48667,49182,50837,53433,58389,62558,61503,57097,61330,66406,72792,72927,79055,86188,92505,100177,107877
"06085","Santa Clara, CA","120","  Per capita net earnings 4/",3926,4010,4136,4448,4858,5390,5717,6370,7079,7999,9248,10281,11191,12080,13071,14339,14914,15366,16282,17590,18298,19024,19661,20938,20854,21428,23390,25010,27603,29439,33606,43051,39583,36569,36495,37637,38916,41902,44515,43391,40855,44234,47667,52376,52579,55953,60951,65895,71900,77310
"06085","Santa Clara, CA","130","  Per capita personal current transfer receipts 4/",305,372,430,449,483,567,737,787,792,827,878,994,1146,1211,1270,1272,1356,1451,1492,1572,1711,1881,2048,2358,2447,2443,2525,2604,2561,2649,2751,2849,3144,3653,3817,3831,3978,4269,4483,5064,5647,6158,6019,5912,6003,6304,6693,6828,6701,7005
"06085","Santa Clara, CA","140","    Per capita income maintenance benefits 4/",52,74,92,95,87,104,122,130,137,134,136,160,173,179,184,178,180,196,216,229,253,289,327,366,380,393,404,395,354,348,350,353,343,376,406,430,456,470,485,493,544,560,570,563,570,561,546,510,480,456
"06085","Santa Clara, CA","150","    Per capita unemployment insurance compensation 4/",21,37,44,38,30,39,103,92,62,47,36,69,73,94,107,62,72,76,56,48,46,57,96,148,153,103,72,56,48,52,56,52,105,440,382,189,150,124,119,211,637,655,452,339,258,132,109,111,108,93
"06085","Santa Clara, CA","160","    Per capita retirement and other 4/",232,261,293,317,365,424,512,565,594,645,706,765,901,939,979,1033,1103,1179,1221,1295,1412,1535,1625,1843,1914,1946,2049,2154,2159,2249,2345,2444,2696,2836,3028,3212,3371,3674,3880,4360,4467,4942,4998,5011,5175,5610,6037,6206,6113,6455
"06085","Santa Clara, CA","170","  Per capita dividends, interest, and rent 4/",655,713,772,826,907,1047,1141,1221,1317,1485,1709,2059,2546,2770,3004,3464,3654,3711,3755,4018,4440,4734,4727,4796,4996,5355,5904,6391,6889,7512,7767,8786,8658,8445,8870,9369,10539,12218,13560,13048,10595,10939,12720,14504,14345,16798,18544,19782,21576,23562
"06085","Santa Clara, CA","","Place of work profile (thousands of dollars)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"06085","Santa Clara, CA","180","  Earnings by place of work",3973272,4207159,4504062,5094876,5840355,6581710,7122708,8119809,9366157,10985877,13039597,14939347,16880312,18805864,21173099,24050676,25759212,26825283,29092499,32396498,34474348,36654739,38198643,41105777,41767566,43638873,48291982,53741829,60848399,66425610,77906990,99969271,89687184,80812311,79860377,82675646,85234191,92300516,99621213,98909023,93711314,102540257,111744786,117701249,124962777,137073505,152738517,162313352,176913299,192911467
"06085","Santa Clara, CA","190","    Wages and salaries",3236611,3431725,3645104,4081558,4681771,5280354,5648805,6388055,7334703,8604026,10247439,11831067,13430484,14981277,16788455,19110541,20514563,21277516,23009384,25505665,27072159,28914428,29663641,30986032,31701713,33139048,37118600,41708311,47535819,51984528,62350355,81589514,69591350,60410387,59583860,63060214,65757376,71745422,78612338,77499954,72322839,79907789,87283134,92358303,98675560,109212590,122899802,131207617,142621396,156740473
"06085","Santa Clara, CA","200","    Supplements to wages and salaries",376428,407079,457308,549318,644810,745337,853109,982260,1198306,1418135,1723575,2001420,2327436,2675511,3093887,3528228,3813257,4030355,4414435,4890188,5353770,5728684,6095881,6658897,7066086,7274097,7490588,7876578,8430041,9220150,10265641,12409553,11632353,11250150,11517008,12318102,12578485,12935390,13591080,13857923,13092811,13518239,14727090,14977462,16145853,17153455,18560855,19122546,20629011,21905592
"06085","Santa Clara, CA","201","      Employer contributions for employee pension and insurance funds 5/",240579,267770,302069,358796,389260,451302,544889,610970,754189,871388,1049914,1239352,1412897,1640495,1886358,2069593,2269940,2444564,2732921,2973517,3335445,3595919,3876497,4336413,4653085,4718453,4729921,4836256,5056029,5587928,6189067,7634198,7215396,7208171,7457350,7967545,8199522,8444141,8996155,9113575,8564860,8933994,9791131,9739403,10549768,11108772,12024617,12401182,13356394,14278872
"06085","Santa Clara, CA","202","      Employer contributions for government social insurance",135849,139309,155239,190522,255550,294035,308220,371290,444117,546747,673661,762068,914539,1035016,1207529,1458635,1543317,1585791,1681514,1916671,2018325,2132765,2219384,2322484,2413001,2555644,2760667,3040322,3374012,3632222,4076574,4775355,4416957,4041979,4059658,4350557,4378963,4491249,4594925,4744348,4527951,4584245,4935959,5238059,5596085,6044683,6536238,6721364,7272617,7626720
"06085","Santa Clara, CA","210","    Proprietors' income",360233,368355,401650,464000,513774,556019,620794,749494,833148,963716,1068583,1106860,1122392,1149076,1290757,1411907,1431392,1517412,1668680,2000645,2048419,2011627,2439121,3460848,2999767,3225728,3682794,4156940,4882539,5220932,5290994,5970204,8463481,9151774,8759509,7297330,6898330,7619704,7417795,7551146,8295664,9114229,9734562,10365484,10141364,10707460,11277860,11983189,13662892,14265402
"06085","Santa Clara, CA","220","      Farm proprietors' income",19022,16215,17307,21701,32768,30498,33618,21338,29392,34816,34313,32879,19180,19804,22156,39003,44659,52964,56344,45227,38090,23489,11024,18760,28866,36413,44219,30198,46862,48424,48078,134262,90187,62487,51772,45419,34964,34981,32235,32626,78208,81441,69231,94360,105915,115041,195080,184309,166661,169489
"06085","Santa Clara, CA","230","      Nonfarm proprietors' income",341211,352140,384343,442299,481006,525521,587176,728156,803756,928900,1034270,1073981,1103212,1129272,1268601,1372904,1386733,1464448,1612336,1955418,2010329,1988138,2428097,3442088,2970901,3189315,3638575,4126742,4835677,5172508,5242916,5835942,8373294,9089287,8707737,7251911,6863366,7584723,7385560,7518520,8217456,9032788,9665331,10271124,10035449,10592419,11082780,11798880,13496231,14095913
"06085","Santa Clara, CA","240","Total employment (number of jobs)",452230,457616,460350,492048,536357,567499,568921,606851,645042,697989,759955,804005,821564,837632,868034,924632,937285,934407,965173,1008549,1020991,1037076,1024758,1002581,1006740,1019906,1058145,1112242,1156287,1200986,1204952,1261555,1223787,1129751,1089018,1087503,1097630,1123941,1160122,1164619,1109828,1106200,1139445,1185178,1232468,1276850,1335583,1370610,1405626,1449014
"06085","Santa Clara, CA","250","  Wage and salary employment",398069,401349,402899,429890,469425,495484,493298,526426,564508,619554,675259,712635,729711,740381,764124,818330,823870,814458,836780,869310,881851,891399,862183,843664,841082,851056,882179,935101,980215,1017796,1028017,1087433,1059677,961279,907162,893753,900624,921186,941257,945766,886172,883538,910649,955596,998056,1037378,1084313,1114935,1141349,1174725
"06085","Santa Clara, CA","260","  Proprietors employment",54161,56267,57451,62158,66932,72015,75623,80425,80534,78435,84696,91370,91853,97251,103910,106302,113415,119949,128393,139239,139140,145677,162575,158917,165658,168850,175966,177141,176072,183190,176935,174122,164110,168472,181856,193750,197006,202755,218865,218853,223656,222662,228796,229582,234412,239472,251270,255675,264277,274289
"06085","Santa Clara, CA","270","    Farm proprietors employment 6/",2302,2156,2048,1888,1759,1610,1564,1562,1557,1566,1554,1560,1585,1523,1572,1504,1475,1409,1336,1301,1276,1243,1168,1109,1146,1137,1150,1140,1160,1161,1141,1123,1025,948,891,857,850,829,878,868,855,849,837,820,834,800,798,774,767,755
"06085","Santa Clara, CA","280","    Nonfarm proprietors employment",51859,54111,55403,60270,65173,70405,74059,78863,78977,76869,83142,89810,90268,95728,102338,104798,111940,118540,127057,137938,137864,144434,161407,157808,164512,167713,174816,176001,174912,182029,175794,172999,163085,167524,180965,192893,196156,201926,217987,217985,222801,221813,227959,228762,233578,238672,250472,254901,263510,273534
"06085","Santa Clara, CA","290","Average earnings per job (dollars)",8786,9194,9784,10354,10889,11598,12520,13380,14520,15739,17158,18581,20547,22451,24392,26011,27483,28708,30142,32122,33766,35344,37276,41000,41488,42787,45638,48318,52624,55309,64656,79243,73287,71531,73332,76023,77653,82122,85871,84928,84438,92696,98069,99311,101392,107353,114361,118424,125861,133133
"06085","Santa Clara, CA","300","  Average wages and salaries",8131,8550,9047,9494,9973,10657,11451,12135,12993,13887,15176,16602,18405,20235,21971,23353,24900,26125,27498,29340,30699,32437,34405,36728,37692,38939,42076,44603,48495,51076,60651,75029,65672,62844,65682,70557,73013,77884,83518,81944,81613,90441,95847,96650,98868,105278,113343,117682,124959,133427
"06085","Santa Clara, CA","310","  Average nonfarm proprietors' income",6580,6508,6937,7339,7380,7464,7928,9233,10177,12084,12440,11958,12222,11797,12396,13100,12388,12354,12690,14176,14582,13765,15043,21812,18059,19017,20814,23447,27646,28416,29824,33734,51343,54257,48118,37596,34989,37562,33881,34491,36882,40723,42399,44899,42964,44381,44248,46288,51217,51533
"Legend / Footnotes:"
"1/ Consists largely of Supplemental Security Income (SSI) payments; Earned Income Tax Credits (EITC); family assistance; general assistance; expenditures for food under the Special Supplemental Nutrition Program for Women, Infants, and Children (WIC); Supplemental Nutrition Assistance Program (SNAP); and other assistance benefits."
"2/ Rental income of persons includes the capital consumption adjustment."
"3/ Census Bureau midyear population estimates. Estimates for 2010-2018 reflect county population estimates available as of March 2019."
"4/ Type of income divided by population yields a per capita measure for that type of income."
"5/ Includes actual employer contributions and actuarially imputed employer contributions to reflect benefits accrued by defined benefit pension plan participants through service to employers in the current period."
"6/ Excludes limited partners."
"Metropolitan Areas are defined (geographically delineated) by the Office of Management and Budget bulletin no. 18-04 issued September 14, 2018."
"Note-- All dollar estimates are in thousands of current dollars (not adjusted for inflation). Calculations are performed on unrounded data."
"Last updated: November 14, 2019-- new statistics for 2018; revised statistics for 1969-2017."
