"CAINC45 Farm Income and Expenses"
"(Thousands of dollars)" 
"Bureau of Economic Analysis" 
"County"
"GeoFips","GeoName","LineCode","Description","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"06085","Santa Clara, CA","140","  Imputed and miscellaneous income received 1/",1010,1015,1151,1202,1641,2027,2404,2344,1631,1306,1068,1119,955,1668,4227,6773,11912,13147,17718,16758,14599,11298,8267,4048,4050,3154,2689,3006,2813,4425,6194,6139,8068,8270,9247,10281,9090,10691,7542,14098,7646,9026,11209,9864,8735,9669,11532,10768,8790,8895
"06085","Santa Clara, CA","150","Production expenses",68097,64657,64180,62910,69835,80231,84018,89402,90943,94173,102489,105145,104663,105573,106962,112345,110747,106787,111185,116877,125254,132282,134135,128431,137744,141350,157160,162314,170964,161695,168587,163669,167229,152613,162611,172748,201621,221188,225298,238450,214018,206270,192715,202236,216625,232247,219104,224383,256038,246273
"06085","Santa Clara, CA","160","  Feed purchased",6876,7401,8091,7349,11029,13810,12422,12598,11872,11162,13947,16366,17228,15235,14826,12531,9112,7678,5407,5837,5799,5323,4639,4600,5368,5155,5700,5428,6119,4974,4669,4432,3502,2881,2400,2868,2861,2965,3654,4525,3367,3541,3894,4006,4502,3392,2938,2849,2471,2642
"06085","Santa Clara, CA","170","  Livestock purchased",6166,5188,5725,4747,5051,3737,3343,3510,3646,5749,7473,6161,6543,8504,7685,7873,6726,6164,5493,6860,5921,4135,3925,3482,4635,3599,2535,1969,1520,1509,2074,2951,3616,4153,5887,5840,5916,5118,3722,2691,3898,4456,4124,3889,2636,2565,4027,2057,2739,2464
"06085","Santa Clara, CA","180","  Seed purchased",1812,1582,1479,1365,1575,1973,2690,3178,3585,4016,3622,3199,2552,1690,1910,3008,3329,3945,4589,5521,5869,5979,6751,5867,6831,6977,8749,10371,11799,12072,11783,11625,13013,12228,13900,14926,18886,21861,23121,27502,17795,16563,16668,19243,20970,19213,21971,25371,31179,30495
"06085","Santa Clara, CA","190","  Fertilizer and lime (incl. ag. chemicals 1978-fwd.)",3905,3369,3182,3118,3059,3950,4647,4319,4118,4495,4586,5005,4616,3797,3611,4734,4449,4380,4698,5293,6058,6389,7300,7674,7000,6623,6778,6498,6457,6675,7271,8090,9590,9774,10905,11497,14885,17051,16541,19501,16424,15646,16865,16867,19024,24384,20465,22173,21726,21636
"06085","Santa Clara, CA","200","  Petroleum products purchased",1715,1549,1441,1315,1368,1865,3147,4299,5335,6063,6608,8233,7921,6445,5963,5933,5176,4150,3731,3769,3882,4878,4845,4543,4449,4005,3998,4676,4830,3849,4005,4323,3730,3331,3674,4600,6967,7931,9231,10272,6275,7313,7308,7878,7513,7941,7062,6929,6236,7331
"06085","Santa Clara, CA","210","  Hired farm labor expenses 2/",20989,20664,20181,20525,22109,26491,29199,31464,30970,27772,28142,27308,24481,26345,27313,30104,33312,32563,36045,38487,41013,47561,46291,43988,46809,47160,53560,57780,60518,60847,66843,64572,64640,59303,64975,72140,82622,84280,87820,90097,90204,86808,75143,84662,90330,93249,89571,95325,113557,98677
"06085","Santa Clara, CA","220","  All other production expenses 3/",26634,24904,24081,24491,25644,28405,28570,30034,31417,34916,38111,38873,41322,43557,45654,48162,48643,47907,51222,51110,56712,58017,60384,58277,62652,67831,75840,75592,79721,71769,71942,67676,69138,60943,60870,60877,69484,81982,81209,83862,76055,71943,68713,65691,71650,81503,73070,69679,78130,83028
"06085","Santa Clara, CA","240","Value of inventory change",-15,511,-6,-1751,185,-1134,-954,-3094,975,1140,-847,711,1026,-447,190,-85,130,-1329,-917,333,110,-719,-495,436,-205,881,-732,193,1297,972,-204,236,73,754,-223,930,1947,-2122,166,669,884,63,-95,-47,-483,2799,630,-1288,2244,979
"06085","Santa Clara, CA","250","  Value of inventory change: livestock",-14,623,-52,-1776,329,-1178,-719,-3113,907,1225,-899,690,953,-440,392,-292,147,-1471,-823,326,12,-736,-386,161,-189,407,-207,-7,1099,791,0,170,179,234,-224,898,227,200,-190,-527,-160,-3,499,-323,-149,-507,180,9,237,-232
"06085","Santa Clara, CA","260","  Value of inventory change: crops",-1,-112,46,25,-144,44,-235,19,68,-85,52,21,73,-7,-202,207,-17,142,-94,7,98,17,28,-204,28,71,51,-36,78,52,116,-106,53,181,-132,-36,-7,246,-243,-622,35,-159,-58,66,-35,-38,0,-48,-36,-9
"06085","Santa Clara, CA","265","  Value of inventory change: materials and supplies","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",-137,479,-44,403,-576,236,120,129,-320,172,-159,339,133,68,1727,-2568,599,1818,1009,225,-536,210,-299,3344,450,-1249,2043,1220
"06085","Santa Clara, CA","","Derivation of farm proprietors' income and earnings","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"06085","Santa Clara, CA","270","Cash receipts and other income",87464,80604,81795,86839,103548,112453,119797,114484,120696,130410,140104,137953,124258,126613,127794,153849,158239,163888,171012,163716,166104,158514,146515,156189,176559,197753,216176,215076,245560,232745,233065,352988,305823,245819,248135,262798,259766,277000,287019,298659,329290,343117,329528,364965,372898,389991,427970,450071,460857,440861
"06085","Santa Clara, CA","280","  Less: Production expenses",68097,64657,64180,62910,69835,80231,84018,89402,90943,94173,102489,105145,104663,105573,106962,112345,110747,106787,111185,116877,125254,132282,134135,128431,137744,141350,157160,162314,170964,161695,168587,163669,167229,152613,162611,172748,201621,221188,225298,238450,214018,206270,192715,202236,216625,232247,219104,224383,256038,246273
"06085","Santa Clara, CA","290","Equals: Realized net income",19367,15947,17615,23929,33713,32222,35779,25082,29753,36237,37615,32808,19595,21040,20832,41504,47492,57101,59827,46839,40850,26232,12380,27758,38815,56403,59016,52762,74596,71050,64478,189319,138594,93206,85524,90050,58145,55812,61721,60209,115272,136847,136813,162729,156273,157744,208866,225688,204819,194588
"06085","Santa Clara, CA","300","  Plus: Value of inventory change",-15,511,-6,-1751,185,-1134,-954,-3094,975,1140,-847,711,1026,-447,190,-85,130,-1329,-917,333,110,-719,-495,436,-205,881,-732,193,1297,972,-204,236,73,754,-223,930,1947,-2122,166,669,884,63,-95,-47,-483,2799,630,-1288,2244,979
"06085","Santa Clara, CA","310","Equals: Net income including corporate farms",19352,16458,17609,22178,33898,31088,34825,21988,30728,37377,36768,33519,20621,20593,21022,41419,47622,55772,58910,47172,40960,25513,11885,28194,38610,57284,58284,52955,75893,72022,64274,189555,138667,93960,85301,90980,60092,53690,61887,60878,116156,136910,136718,162682,155790,160543,209496,224400,207063,195567
"06085","Santa Clara, CA","320","  Less: Net income of corporate farms",331,244,302,478,1131,590,1207,650,1336,2561,2455,640,1441,789,-1134,2416,2963,2808,2566,1945,2870,2024,861,9434,9744,20871,14064,22757,29031,23598,16196,55292,48479,31473,33529,45561,25128,18709,29652,28252,37948,55469,67487,68322,49875,45502,14416,40091,40402,26079
"06085","Santa Clara, CA","330","  Plus: Statistical adjustment",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"06085","Santa Clara, CA","340","Equals: Farm proprietors' income",19022,16215,17307,21701,32768,30498,33618,21338,29392,34816,34313,32879,19180,19804,22156,39003,44659,52964,56344,45227,38090,23489,11024,18760,28866,36413,44219,30198,46862,48424,48078,134262,90187,62487,51772,45419,34964,34981,32235,32626,78208,81441,69231,94360,105915,115041,195080,184309,166661,169489
"06085","Santa Clara, CA","350","  Plus: Farm wages and salaries",16995,16849,16329,16659,18225,22163,24118,25450,24505,22300,30885,30134,28247,32695,30451,30851,32358,32944,34801,39790,40735,44980,43125,43953,48361,50952,55116,62811,59254,72982,86688,86814,86446,81039,81950,90032,92294,89772,71186,73654,76910,76383,57812,67132,79000,81350,80718,77592,95965,82411
"06085","Santa Clara, CA","360","  Plus: Farm supplements to wages and salaries",1839,1876,1994,2015,2355,2825,3274,3930,4372,4050,4654,4120,3525,3608,3257,3968,4082,4177,4507,5304,6672,7913,9223,9262,12061,11214,12322,11783,10103,12184,17370,16638,16843,17045,18620,19977,18188,17942,16787,17630,18676,15770,13384,15463,18190,18698,18048,20780,22039,25726
"06085","Santa Clara, CA","370","Equals: Farm earnings",37856,34940,35630,40375,53348,55486,61010,50718,58269,61166,69852,67133,50952,56107,55864,73822,81099,90085,95652,90321,85497,76382,63372,71975,89288,98579,111657,104792,116219,133590,152136,237714,193476,160571,152342,155428,145446,142695,120208,123910,173794,173594,140427,176955,203105,215089,293846,282681,284665,277626
"Legend / Footnotes:"
"1/ Consists of the value of home consumption and other farm related income components, such as machine hire and custom work income and income from forest products (1978 to present)."
"2/ Consists of hired workers' cash pay and perquisites, employers' contributions for social security and Medicare, and payments for contract labor, machine hire, and custom work."
"3/ Consists of repair and operation of machinery; depreciation, interest, rent and taxes; and other miscellaneous expenses including agricultural chemicals (1969-77)."
"Metropolitan Areas are defined (geographically delineated) by the Office of Management and Budget bulletin no. 18-04 issued September 14, 2018."
"Note-- All dollar estimates are in thousands of current dollars (not adjusted for inflation). Statistics presented in thousands of dollars do not indicate more precision than statistics presented  in millions of dollars."
"(NA) Not available."
"Last updated: November 14, 2019-- new statistics for 2018; revised statistics for 1969-2017."
